"dataset"	"FC"	"Gene.Name"	"Gene.ID"	"P.Value"	"cellType"	"species"	"type.x"	"treatmentTime"	"cellName"	"sex"	"GEOlink"	"papers"	"GEO"
"L.Pbmc.24h.1"	3.01225585212277	"MAP3K4"	"4216"	3.626991550014e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.31724628975716	"MAP3K4"	"4216"	5.48550992858194e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.9680603051147	"MAP3K4"	"4216"	3.89758476327946e-29	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	3.58215603943715	"MAP3K4"	"4216"	2.26016818314133e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.57277792001909	"MAP3K4"	"4216"	7.41076994408294e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.99145753026053	"NOD2"	"64127"	0.000219120764779722	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.03840871430752	"NOD2"	"64127"	9.65574761037107e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.42802252331737	"NOD2"	"64127"	1.52008253531125e-10	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	1.6451363355001	"NOD2"	"64127"	0.00547940790975675	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.89109370400867	"NOD2"	"64127"	0.000306551086666872	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.8310169008384	"NRIP1"	"8204"	2.61313138172436e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.80199180978868	"NRIP1"	"8204"	2.16436778586461e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.39707087215816	"NRIP1"	"8204"	1.15325174074227e-23	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	1.91054186925054	"NRIP1"	"8204"	0.000113408759580758	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.87436609658963	"NRIP1"	"8204"	3.97259597769882e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	4.41949335234416	"OSM"	"5008"	2.47215728796787e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	4.65622531689925	"OSM"	"5008"	1.76778804541455e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.31945881618987	"OSM"	"5008"	6.01156350368625e-22	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	4.86526087609614	"OSM"	"5008"	0.000259351518213956	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	6.52067549725495	"OSM"	"5008"	2.38520061353817e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.55254065033636	"PFDN1"	"5201"	5.42335639138039e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.66324004121746	"PFDN1"	"5201"	1.27494945578582e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.41052337389941	"PFDN1"	"5201"	2.1568340628606e-38	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	1.83835821849158	"PFDN1"	"5201"	1.70366414166829e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.81735851058708	"PFDN1"	"5201"	2.78666931094119e-08	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.04339701310332	"PFKFB4"	"5210"	4.01227022530213e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.10325403524972	"PFKFB4"	"5210"	7.48500095528635e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.40105618014379	"PFKFB4"	"5210"	9.64470817741066e-38	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	3.66240157575885	"PFKFB4"	"5210"	3.04727254845154e-08	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.8440032611699	"PFKFB4"	"5210"	1.08788818931763e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	4.32858097457023	"SEMA6B"	"10501"	2.45849247010315e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	4.58603613207948	"SEMA6B"	"10501"	3.24061887842488e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.24993492869525	"SEMA6B"	"10501"	2.96360165499201e-28	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.47147262900873	"SEMA6B"	"10501"	4.77457806776445e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.65092976562414	"SEMA6B"	"10501"	6.94906335137693e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	4.73123086942685	"THBD"	"7056"	2.77040324092782e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	6.94044270113213	"THBD"	"7056"	3.22795441488259e-10	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.25144506510849	"THBD"	"7056"	1.3942024811107e-30	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	6.5516574902962	"THBD"	"7056"	9.31890969142225e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	8.86510120484398	"THBD"	"7056"	2.66381874419871e-10	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.61755359556365	"TKTL1"	"8277"	0.000210655088334307	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	7.22448113951927	"TKTL1"	"8277"	5.12863596488181e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.84444597622018	"TKTL1"	"8277"	4.47599917896243e-29	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.97947780538128	"TKTL1"	"8277"	0.000647022923875714	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	6.56224889934988	"TKTL1"	"8277"	0.000163625209069036	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.78829805078653	"TREM1"	"54210"	9.01062652692629e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	4.4624753950583	"TREM1"	"54210"	1.67417167235797e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.76522719424464	"TREM1"	"54210"	4.1536514638115e-12	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.11524584562051	"TREM1"	"54210"	0.000417004069654543	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.61309595016401	"TREM1"	"54210"	0.00589571608385885	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.74174286930139	"TSC22D1"	"8848"	0.00090246130517206	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.01334489117702	"TSC22D1"	"8848"	0.000489262877726568	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.2M.1"	1.31559736980949	"TSC22D1"	"8848"	0.046703989189895	"pbmc"	"Homo_sapiens"	"lymphocytic"	"2M"	"PBMCs"	NA	NA	NA	NA
"L.Pbmc.6h.1"	1.37476702423983	"TSC22D1"	"8848"	8.02189334920913e-11	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.1710807732575	"TSC22D1"	"8848"	0.000714073020783228	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.58179659315655	"TSC22D1"	"8848"	0.00389784470605947	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.27910765625998	"TSPAN3"	"10099"	1.48163831052315e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	4.00051815691295	"TSPAN3"	"10099"	5.01793730694255e-08	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.87028143199828	"TSPAN3"	"10099"	4.91753870652755e-36	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.76903630916941	"TSPAN3"	"10099"	8.51940907301732e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.90995881453797	"TSPAN3"	"10099"	3.70361806959775e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
